Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-13 09:30:00-04:00,436.2699890136719,436.2850036621094,436.2699890136719,436.2850036621094,1745776,0,0
2021-07-13 09:31:00-04:00,436.3299865722656,436.5400085449219,436.2799987792969,436.4649963378906,427636,0,0
2021-07-13 09:32:00-04:00,436.45001220703125,436.5,436.3900146484375,436.3999938964844,335624,0,0
2021-07-13 09:33:00-04:00,436.385009765625,436.54998779296875,436.3500061035156,436.4599914550781,250741,0,0
2021-07-13 09:34:00-04:00,436.4700012207031,436.5899963378906,436.44000244140625,436.4849853515625,121889,0,0
2021-07-13 09:35:00-04:00,436.489990234375,436.489990234375,436.2300109863281,436.239990234375,165888,0,0
2021-07-13 09:36:00-04:00,436.239990234375,436.6199951171875,436.239990234375,436.4599914550781,168436,0,0
2021-07-13 09:37:00-04:00,436.4800109863281,436.54998779296875,436.3500061035156,436.4200134277344,128244,0,0
2021-07-13 09:38:00-04:00,436.42999267578125,436.4800109863281,436.25,436.3999938964844,178041,0,0
2021-07-13 09:39:00-04:00,436.4049987792969,436.5400085449219,436.32000732421875,436.4800109863281,204233,0,0
2021-07-13 09:40:00-04:00,436.489990234375,436.7900085449219,436.4800109863281,436.7900085449219,349668,0,0
2021-07-13 09:41:00-04:00,436.7799987792969,436.7900085449219,436.5450134277344,436.6000061035156,229874,0,0
2021-07-13 09:42:00-04:00,436.6099853515625,436.6700134277344,436.5199890136719,436.6300048828125,101594,0,0
2021-07-13 09:43:00-04:00,436.6300048828125,436.739990234375,436.6199951171875,436.71990966796875,116262,0,0
2021-07-13 09:44:00-04:00,436.7200012207031,436.7900085449219,436.6600036621094,436.7699890136719,113447,0,0
2021-07-13 09:45:00-04:00,436.7900085449219,436.80999755859375,436.5199890136719,436.739990234375,517606,0,0
2021-07-13 09:46:00-04:00,436.739990234375,436.8299865722656,436.5299987792969,436.55999755859375,645748,0,0
2021-07-13 09:47:00-04:00,436.55499267578125,436.6700134277344,436.5400085449219,436.6700134277344,135599,0,0
2021-07-13 09:48:00-04:00,436.6650085449219,436.7850036621094,436.6600036621094,436.7799987792969,126725,0,0
